Subject,Block,TrialType,GoTrialResponse,GoTrialCorrectResponse,StopTrialResponse,StopSignalDelay,GoRT,StopFailureRT,StopTrialCorrectResponse,response,CorrectChoiceResponse
14,3,go,z,Z,,,418.0,,,z,z
14,3,go,z,Z,,,426.0,,,z,z
14,3,go,m,M,,,482.0,,,m,m
14,3,go,z,Z,,,570.0,,,z,z
14,3,go,m,M,,,449.0,,,m,m
14,3,stop,,,m,200.0,,377.0,M,m,m
14,3,go,m,M,,,565.0,,,m,m
14,3,stop,,,z,200.0,,365.0,Z,z,z
14,3,go,m,M,,,441.0,,,m,m
14,3,go,z,Z,,,449.0,,,z,z
14,3,go,z,Z,,,409.0,,,z,z
14,3,go,m,M,,,593.0,,,m,m
14,3,stop,,,,50.0,,0.0,Z,,z
14,3,go,z,Z,,,527.0,,,z,z
14,3,go,m,M,,,663.0,,,m,m
14,3,go,m,M,,,623.0,,,m,m
14,3,go,z,Z,,,519.0,,,z,z
14,3,go,m,M,,,431.0,,,m,m
14,3,go,z,Z,,,518.0,,,z,z
14,3,go,z,Z,,,398.0,,,z,z
14,3,stop,,,,250.0,,0.0,Z,,z
14,3,go,z,Z,,,590.0,,,z,z
14,3,go,m,M,,,694.0,,,m,m
14,3,go,z,Z,,,526.0,,,z,z
14,3,stop,,,z,400.0,,501.0,Z,z,z
14,3,go,z,Z,,,577.0,,,z,z
14,3,go,z,Z,,,489.0,,,z,z
14,3,go,m,M,,,369.0,,,m,m
14,3,go,m,M,,,680.0,,,m,m
14,3,go,m,M,,,560.0,,,m,m
14,3,go,z,Z,,,632.0,,,z,z
14,3,go,z,Z,,,367.0,,,z,z
14,3,stop,,,,0.0,,0.0,Z,,z
14,3,go,z,Z,,,275.0,,,z,z
14,3,stop,,,m,500.0,,539.0,M,m,m
14,3,go,z,Z,,,435.0,,,z,z
14,3,go,z,Z,,,523.0,,,z,z
14,3,stop,,,z,500.0,,387.0,Z,z,z
14,3,go,z,Z,,,346.0,,,z,z
14,3,go,z,Z,,,338.0,,,z,z
14,3,go,z,Z,,,362.0,,,z,z
14,3,go,m,M,,,482.0,,,m,m
14,3,go,z,Z,,,522.0,,,z,z
14,3,go,z,Z,,,497.0,,,z,z
14,3,stop,,,,50.0,,0.0,Z,,z
14,3,go,m,M,,,432.0,,,m,m
14,3,go,m,M,,,552.0,,,m,m
14,3,go,z,Z,,,544.0,,,z,z
14,3,go,z,Z,,,440.0,,,z,z
14,3,go,z,Z,,,432.0,,,z,z
14,3,stop,,,,150.0,,0.0,M,,m
14,3,stop,,,,150.0,,0.0,M,,m
14,3,go,m,M,,,391.0,,,m,m
14,3,stop,,,m,500.0,,287.0,M,m,m
14,3,go,z,Z,,,423.0,,,z,z
14,3,go,m,M,,,575.0,,,m,m
14,3,go,z,Z,,,486.0,,,z,z
14,3,go,m,M,,,429.0,,,m,m
14,3,go,m,Z,,,405.0,,,m,z
14,3,stop,,,,200.0,,0.0,M,,m
14,3,go,z,Z,,,453.0,,,z,z
14,3,go,z,Z,,,524.0,,,z,z
14,3,go,m,M,,,788.0,,,m,m
14,3,go,z,Z,,,508.0,,,z,z
14,3,go,m,M,,,420.0,,,m,m
14,3,go,m,M,,,396.0,,,m,m
14,3,go,z,Z,,,516.0,,,z,z
14,3,go,m,M,,,619.0,,,m,m
14,3,go,m,M,,,403.0,,,m,m
14,3,stop,,,,200.0,,0.0,Z,,z
14,3,go,m,M,,,375.0,,,m,m
14,3,stop,,,m,450.0,,383.0,M,m,m
14,3,stop,,,z,400.0,,439.0,Z,z,z
14,3,stop,,,m,300.0,,430.0,M,m,m
14,3,go,z,Z,,,565.0,,,z,z
14,3,stop,,,,250.0,,0.0,M,,m
14,3,go,m,M,,,501.0,,,m,m
14,3,go,m,M,,,557.0,,,m,m
14,3,go,m,M,,,469.0,,,m,m
14,3,stop,,,,250.0,,0.0,M,,m
14,3,stop,,,z,450.0,,596.0,Z,z,z
14,3,go,z,Z,,,524.0,,,z,z
14,3,go,m,M,,,484.0,,,m,m
14,3,stop,,,m,500.0,,508.0,M,m,m
14,3,go,m,M,,,468.0,,,m,m
14,3,go,z,Z,,,492.0,,,z,z
14,3,stop,,,z,400.0,,499.0,Z,z,z
14,3,go,m,M,,,495.0,,,m,m
14,3,go,z,Z,,,454.0,,,z,z
14,3,go,z,Z,,,446.0,,,z,z
14,3,stop,,,,350.0,,0.0,M,,m
14,3,go,m,M,,,382.0,,,m,m
14,3,go,z,Z,,,422.0,,,z,z
14,3,go,m,M,,,525.0,,,m,m
14,3,go,z,Z,,,677.0,,,z,z
14,5,go,m,M,,,555.0,,,m,m
14,5,go,m,M,,,499.0,,,m,m
14,5,go,m,M,,,555.0,,,m,m
14,5,stop,,,m,400.0,,355.0,M,m,m
14,5,stop,,,m,500.0,,570.0,M,m,m
14,5,go,z,Z,,,418.0,,,z,z
14,5,go,m,M,,,506.0,,,m,m
14,5,go,z,Z,,,594.0,,,z,z
14,5,go,m,M,,,506.0,,,m,m
14,5,go,m,M,,,449.0,,,m,m
14,5,go,m,M,,,520.0,,,m,m
14,5,go,m,M,,,352.0,,,m,m
14,5,stop,,,z,400.0,,520.0,Z,z,z
14,5,stop,,,m,350.0,,516.0,M,m,m
14,5,go,m,M,,,524.0,,,m,m
14,5,go,z,Z,,,388.0,,,z,z
14,5,stop,,,m,300.0,,444.0,M,m,m
14,5,go,m,M,,,548.0,,,m,m
14,5,stop,,,,350.0,,0.0,M,,m
14,5,stop,,,,0.0,,0.0,M,,m
14,5,stop,,,m,300.0,,431.0,M,m,m
14,5,go,z,Z,,,599.0,,,z,z
14,5,go,m,M,,,655.0,,,m,m
14,5,go,z,Z,,,454.0,,,z,z
14,5,go,z,Z,,,526.0,,,z,z
14,5,go,m,M,,,629.0,,,m,m
14,5,go,z,Z,,,541.0,,,z,z
14,5,go,m,M,,,469.0,,,m,m
14,5,go,z,Z,,,429.0,,,z,z
14,5,go,m,M,,,613.0,,,m,m
14,5,go,m,M,,,460.0,,,m,m
14,5,go,z,Z,,,564.0,,,z,z
14,5,go,m,M,,,460.0,,,m,m
14,5,stop,,,m,400.0,,484.0,M,m,m
14,5,stop,,,,200.0,,0.0,Z,,z
14,5,stop,,,m,250.0,,412.0,M,m,m
14,5,stop,,,,50.0,,0.0,M,,m
14,5,stop,,,,100.0,,0.0,Z,,z
14,5,go,m,M,,,468.0,,,m,m
14,5,go,z,Z,,,442.0,,,z,z
14,5,go,m,M,,,418.0,,,m,m
14,5,go,z,Z,,,570.0,,,z,z
14,5,go,z,Z,,,498.0,,,z,z
14,5,go,m,M,,,650.0,,,m,m
14,5,go,m,M,,,466.0,,,m,m
14,5,go,z,Z,,,425.0,,,z,z
14,5,go,z,Z,,,481.0,,,z,z
14,5,go,z,Z,,,377.0,,,z,z
14,5,go,z,Z,,,545.0,,,z,z
14,5,stop,,,m,500.0,,601.0,M,m,m
14,5,go,m,M,,,673.0,,,m,m
14,5,go,m,M,,,440.0,,,m,m
14,5,go,m,M,,,608.0,,,m,m
14,5,stop,,,,150.0,,0.0,Z,,z
14,5,go,m,M,,,463.0,,,m,m
14,5,go,z,Z,,,439.0,,,z,z
14,5,go,z,Z,,,415.0,,,z,z
14,5,go,z,Z,,,406.0,,,z,z
14,5,go,m,M,,,430.0,,,m,m
14,5,go,z,M,,,390.0,,,z,m
14,5,stop,,,z,500.0,,462.0,Z,z,z
14,5,go,m,M,,,534.0,,,m,m
14,5,stop,,,,0.0,,0.0,M,,m
14,5,go,z,Z,,,410.0,,,z,z
14,5,go,z,M,,,433.0,,,z,m
14,5,go,m,M,,,473.0,,,m,m
14,5,go,z,Z,,,561.0,,,z,z
14,5,go,m,M,,,425.0,,,m,m
14,5,go,z,Z,,,513.0,,,z,z
14,5,stop,,,m,300.0,,440.0,M,m,m
14,5,stop,,,,250.0,,0.0,M,,m
14,5,go,z,M,,,423.0,,,z,m
14,5,go,z,Z,,,607.0,,,z,z
14,5,go,m,M,,,567.0,,,m,m
14,5,go,z,Z,,,447.0,,,z,z
14,5,stop,,,,0.0,,0.0,M,,m
14,5,go,m,M,,,307.0,,,m,m
14,5,go,z,Z,,,522.0,,,z,z
14,5,go,z,Z,,,354.0,,,z,z
14,5,go,z,Z,,,426.0,,,z,z
14,5,go,m,M,,,370.0,,,m,m
14,5,go,m,M,,,570.0,,,m,m
14,5,stop,,,m,200.0,,337.0,M,m,m
14,5,go,m,M,,,478.0,,,m,m
14,5,go,m,M,,,596.0,,,m,m
14,5,go,z,Z,,,556.0,,,z,z
14,5,go,z,Z,,,468.0,,,z,z
14,5,go,z,Z,,,380.0,,,z,z
14,5,go,z,Z,,,484.0,,,z,z
14,5,stop,,,z,250.0,,380.0,Z,z,z
14,5,go,z,Z,,,371.0,,,z,z
14,5,go,z,Z,,,299.0,,,z,z
14,5,stop,,,m,150.0,,579.0,M,m,m
14,5,stop,,,m,450.0,,539.0,M,m,m
14,5,go,m,M,,,627.0,,,m,m
14,5,stop,,,z,450.0,,442.0,Z,z,z
14,5,stop,,,,300.0,,0.0,M,,m
14,5,go,z,Z,,,506.0,,,z,z
14,5,go,m,M,,,338.0,,,m,m
14,5,go,z,Z,,,393.0,,,z,z
14,5,go,z,Z,,,433.0,,,z,z
14,5,go,m,M,,,392.0,,,m,m
14,5,go,m,M,,,512.0,,,m,m
14,5,stop,,,m,350.0,,456.0,M,m,m
14,5,go,m,M,,,544.0,,,m,m
14,5,stop,,,,0.0,,0.0,Z,,z
14,5,go,m,Z,,,388.0,,,m,z
14,5,go,m,M,,,444.0,,,m,m
14,5,go,m,Z,,,499.0,,,m,z
14,5,go,z,Z,,,635.0,,,z,z
14,5,go,m,M,,,643.0,,,m,m
14,5,go,z,Z,,,443.0,,,z,z
14,5,stop,,,m,400.0,,435.0,M,m,m
14,5,go,z,Z,,,379.0,,,z,z
14,5,go,z,Z,,,529.0,,,z,z
14,5,go,z,Z,,,377.0,,,z,z
14,5,go,z,Z,,,417.0,,,z,z
14,5,go,z,Z,,,345.0,,,z,z
14,5,go,z,Z,,,321.0,,,z,z
14,5,go,m,M,,,537.0,,,m,m
14,5,go,m,M,,,416.0,,,m,m
14,5,stop,,,z,300.0,,552.0,Z,z,z
14,5,go,z,Z,,,496.0,,,z,z
14,5,go,m,M,,,536.0,,,m,m
14,5,go,m,M,,,384.0,,,m,m
14,5,go,z,Z,,,424.0,,,z,z
14,5,go,m,M,,,415.0,,,m,m
14,5,stop,,,,100.0,,0.0,Z,,z
14,5,go,z,M,,,431.0,,,z,m
14,5,go,z,M,,,391.0,,,z,m
14,5,go,m,M,,,494.0,,,m,m
14,5,go,z,Z,,,534.0,,,z,z
14,5,stop,,,,50.0,,0.0,Z,,z
14,5,stop,,,,150.0,,0.0,M,,m
14,5,stop,,,z,500.0,,509.0,Z,z,z
14,5,stop,,,m,350.0,,517.0,M,m,m
14,5,go,m,M,,,557.0,,,m,m
14,5,go,m,M,,,405.0,,,m,m
14,5,stop,,,z,250.0,,428.0,Z,z,z
14,5,go,m,M,,,596.0,,,m,m
14,5,stop,,,,100.0,,0.0,Z,,z
14,5,stop,,,z,250.0,,436.0,Z,z,z
14,5,go,m,M,,,444.0,,,m,m
14,5,stop,,,,150.0,,0.0,M,,m
14,5,go,m,M,,,395.0,,,m,m
14,5,stop,,,,50.0,,0.0,Z,,z
14,5,stop,,,,400.0,,0.0,M,,m
14,5,stop,,,,200.0,,0.0,M,,m
14,5,go,z,Z,,,450.0,,,z,z
14,5,go,m,M,,,394.0,,,m,m
14,5,go,z,Z,,,386.0,,,z,z
14,5,go,m,Z,,,394.0,,,m,z
14,5,go,m,M,,,465.0,,,m,m
14,5,go,z,Z,,,425.0,,,z,z
14,5,go,z,Z,,,433.0,,,z,z
14,5,go,z,Z,,,361.0,,,z,z
14,5,go,m,M,,,417.0,,,m,m
14,5,stop,,,z,400.0,,505.0,Z,z,z
14,5,go,z,Z,,,336.0,,,z,z
14,5,go,m,M,,,663.0,,,m,m
14,5,go,m,M,,,447.0,,,m,m
14,5,go,m,M,,,407.0,,,m,m
14,5,go,m,M,,,335.0,,,m,m
14,5,stop,,,,150.0,,0.0,Z,,z
14,5,go,m,M,,,350.0,,,m,m
14,5,stop,,,m,400.0,,326.0,M,m,m
14,5,stop,,,,0.0,,0.0,M,,m
14,5,stop,,,,50.0,,0.0,M,,m
14,5,stop,,,,100.0,,0.0,M,,m
14,5,go,z,Z,,,526.0,,,z,z
14,5,go,m,M,,,422.0,,,m,m
14,5,go,z,Z,,,414.0,,,z,z
14,5,stop,,,,100.0,,0.0,Z,,z
14,5,go,z,Z,,,397.0,,,z,z
14,5,go,z,Z,,,517.0,,,z,z
14,5,go,z,Z,,,396.0,,,z,z
14,5,go,m,M,,,404.0,,,m,m
14,5,go,m,M,,,396.0,,,m,m
14,5,go,m,M,,,387.0,,,m,m
14,5,go,m,M,,,507.0,,,m,m
14,5,stop,,,,0.0,,0.0,Z,,z
14,5,go,m,M,,,367.0,,,m,m
14,5,go,z,Z,,,407.0,,,z,z
14,5,go,m,M,,,511.0,,,m,m
14,5,stop,,,,200.0,,0.0,Z,,z
14,5,go,z,Z,,,494.0,,,z,z
14,5,go,m,M,,,470.0,,,m,m
14,5,stop,,,z,450.0,,366.0,Z,z,z
14,5,stop,,,z,350.0,,390.0,Z,z,z
14,5,go,m,M,,,382.0,,,m,m
14,5,go,z,Z,,,485.0,,,z,z
14,5,go,m,M,,,396.0,,,m,m
14,5,go,m,M,,,436.0,,,m,m
14,5,go,z,Z,,,460.0,,,z,z
14,5,go,m,M,,,372.0,,,m,m
14,5,go,z,Z,,,588.0,,,z,z
14,5,go,z,Z,,,388.0,,,z,z
14,5,go,m,M,,,443.0,,,m,m
14,5,go,m,M,,,387.0,,,m,m
14,5,stop,,,m,400.0,,587.0,M,m,m
14,5,go,z,Z,,,407.0,,,z,z
14,5,go,m,M,,,463.0,,,m,m
14,5,go,z,Z,,,407.0,,,z,z
14,5,go,m,M,,,367.0,,,m,m
14,5,go,z,Z,,,566.0,,,z,z
14,5,stop,,,z,350.0,,877.0,Z,z,z
14,5,go,m,M,,,693.0,,,m,m
14,5,go,m,M,,,525.0,,,m,m
14,5,go,m,M,,,517.0,,,m,m
14,5,go,m,M,,,509.0,,,m,m
14,5,go,m,M,,,484.0,,,m,m
14,5,go,z,Z,,,572.0,,,z,z
14,5,go,z,Z,,,388.0,,,z,z
14,5,go,m,Z,,,396.0,,,m,z
14,5,go,z,Z,,,500.0,,,z,z
14,5,go,z,Z,,,411.0,,,z,z
14,5,go,z,Z,,,387.0,,,z,z
14,5,go,z,M,,,395.0,,,z,m
14,5,go,m,M,,,435.0,,,m,m
14,5,stop,,,,450.0,,0.0,Z,,z
14,5,go,z,Z,,,498.0,,,z,z
14,5,go,m,M,,,553.0,,,m,m
14,5,go,m,M,,,417.0,,,m,m
14,5,stop,,,,200.0,,0.0,Z,,z
14,5,go,m,M,,,469.0,,,m,m
14,5,go,z,Z,,,589.0,,,z,z
14,5,go,z,Z,,,405.0,,,z,z
14,5,go,z,Z,,,413.0,,,z,z
14,5,go,m,M,,,468.0,,,m,m
14,5,go,m,M,,,348.0,,,m,m
14,5,go,z,Z,,,420.0,,,z,z
14,5,go,z,Z,,,428.0,,,z,z
14,5,go,z,M,,,388.0,,,z,m
14,5,go,z,Z,,,508.0,,,z,z
14,5,go,m,M,,,387.0,,,m,m
14,5,go,m,Z,,,506.0,,,m,z
14,5,stop,,,z,0.0,,498.0,Z,z,z
14,5,go,z,Z,,,430.0,,,z,z
14,5,go,z,Z,,,438.0,,,z,z
14,5,go,z,Z,,,366.0,,,z,z
14,7,go,z,M,,,479.0,,,z,m
14,7,go,z,Z,,,487.0,,,z,z
14,7,go,m,M,,,415.0,,,m,m
14,7,go,m,M,,,375.0,,,m,m
14,7,stop,,,m,200.0,,351.0,M,m,m
14,7,go,m,M,,,487.0,,,m,m
14,7,go,m,M,,,350.0,,,m,m
14,7,go,m,M,,,454.0,,,m,m
14,7,go,z,Z,,,478.0,,,z,z
14,7,go,z,Z,,,550.0,,,z,z
14,7,go,m,M,,,414.0,,,m,m
14,7,stop,,,z,200.0,,454.0,Z,z,z
14,7,go,z,Z,,,573.0,,,z,z
14,7,stop,,,m,400.0,,372.0,M,m,m
14,7,stop,,,,50.0,,0.0,M,,m
14,7,stop,,,,0.0,,0.0,Z,,z
14,7,go,z,Z,,,472.0,,,z,z
14,7,go,z,Z,,,352.0,,,z,z
14,7,go,z,Z,,,312.0,,,z,z
14,7,stop,,,m,450.0,,320.0,M,m,m
14,7,go,m,M,,,552.0,,,m,m
14,7,go,z,Z,,,400.0,,,z,z
14,7,go,z,Z,,,359.0,,,z,z
14,7,go,m,M,,,367.0,,,m,m
14,7,stop,,,m,250.0,,327.0,M,m,m
14,7,go,z,Z,,,367.0,,,z,z
14,7,stop,,,m,250.0,,375.0,M,m,m
14,7,go,z,Z,,,431.0,,,z,z
14,7,stop,,,,100.0,,0.0,M,,m
14,7,stop,,,m,450.0,,333.0,Z,m,z
14,7,go,m,M,,,597.0,,,m,m
14,7,go,m,M,,,589.0,,,m,m
14,7,go,m,M,,,453.0,,,m,m
14,7,go,m,M,,,396.0,,,m,m
14,7,go,m,M,,,372.0,,,m,m
14,7,go,z,Z,,,652.0,,,z,z
14,7,go,z,Z,,,548.0,,,z,z
14,7,go,z,Z,,,380.0,,,z,z
14,7,go,m,M,,,532.0,,,m,m
14,7,go,m,M,,,587.0,,,m,m
14,7,go,m,M,,,435.0,,,m,m
14,7,go,m,M,,,491.0,,,m,m
14,7,go,m,M,,,499.0,,,m,m
14,7,go,m,M,,,475.0,,,m,m
14,7,go,m,M,,,498.0,,,m,m
14,7,go,m,M,,,473.0,,,m,m
14,7,go,z,Z,,,465.0,,,z,z
14,7,go,z,Z,,,329.0,,,z,z
14,7,go,z,Z,,,525.0,,,z,z
14,7,go,z,Z,,,341.0,,,z,z
14,7,go,z,Z,,,348.0,,,z,z
14,7,go,m,M,,,452.0,,,m,m
14,7,go,z,Z,,,508.0,,,z,z
14,7,go,m,M,,,404.0,,,m,m
14,7,stop,,,,250.0,,0.0,M,,m
14,7,go,z,Z,,,483.0,,,z,z
14,7,go,z,Z,,,491.0,,,z,z
14,7,go,z,Z,,,323.0,,,z,z
14,7,go,m,M,,,538.0,,,m,m
14,7,go,z,Z,,,450.0,,,z,z
14,7,go,m,M,,,362.0,,,m,m
14,7,go,m,M,,,369.0,,,m,m
14,7,go,m,M,,,377.0,,,m,m
14,7,go,z,Z,,,417.0,,,z,z
14,7,go,m,M,,,377.0,,,m,m
14,7,go,z,Z,,,401.0,,,z,z
14,7,go,z,Z,,,505.0,,,z,z
14,7,go,m,M,,,432.0,,,m,m
14,7,stop,,,,50.0,,0.0,M,,m
14,7,go,z,Z,,,432.0,,,z,z
14,7,go,m,Z,,,328.0,,,m,z
14,7,go,z,Z,,,320.0,,,z,z
14,7,go,z,Z,,,504.0,,,z,z
14,7,stop,,,m,400.0,,479.0,M,m,m
14,7,go,m,M,,,474.0,,,m,m
14,7,go,z,Z,,,418.0,,,z,z
14,7,stop,,,,50.0,,0.0,Z,,z
14,7,go,z,Z,,,370.0,,,z,z
14,7,go,m,M,,,458.0,,,m,m
14,7,go,m,M,,,322.0,,,m,m
14,7,stop,,,,150.0,,0.0,Z,,z
14,7,go,z,Z,,,625.0,,,z,z
14,7,go,m,M,,,505.0,,,m,m
14,7,go,m,M,,,417.0,,,m,m
14,7,go,z,Z,,,457.0,,,z,z
14,7,stop,,,z,500.0,,609.0,Z,z,z
14,7,stop,,,,200.0,,0.0,M,,m
14,7,go,z,Z,,,516.0,,,z,z
14,7,go,m,M,,,587.0,,,m,m
14,7,go,z,Z,,,403.0,,,z,z
14,7,go,m,M,,,411.0,,,m,m
14,7,go,z,Z,,,355.0,,,z,z
14,7,stop,,,m,500.0,,411.0,M,m,m
14,7,go,m,M,,,482.0,,,m,m
14,7,go,m,M,,,378.0,,,m,m
14,7,go,z,Z,,,402.0,,,z,z
14,7,stop,,,z,350.0,,506.0,Z,z,z
14,7,go,z,Z,,,370.0,,,z,z
14,7,stop,,,,150.0,,0.0,M,,m
14,7,go,m,M,,,465.0,,,m,m
14,7,stop,,,z,500.0,,345.0,Z,z,z
14,7,go,z,Z,,,465.0,,,z,z
14,7,go,z,Z,,,425.0,,,z,z
14,7,stop,,,,450.0,,0.0,M,,m
14,7,go,z,Z,,,440.0,,,z,z
14,7,go,z,Z,,,495.0,,,z,z
14,7,go,z,Z,,,455.0,,,z,z
14,7,stop,,,z,450.0,,367.0,Z,z,z
14,7,go,m,Z,,,535.0,,,m,z
14,7,go,z,Z,,,559.0,,,z,z
14,7,stop,,,m,400.0,,471.0,M,m,m
14,7,go,z,Z,,,558.0,,,z,z
14,7,go,z,Z,,,582.0,,,z,z
14,7,go,m,M,,,398.0,,,m,m
14,7,stop,,,,50.0,,0.0,M,,m
14,7,go,z,Z,,,398.0,,,z,z
14,7,go,z,Z,,,373.0,,,z,z
14,7,go,m,M,,,381.0,,,m,m
14,7,stop,,,z,300.0,,421.0,Z,z,z
14,7,stop,,,,250.0,,0.0,Z,,z
14,7,stop,,,z,300.0,,404.0,Z,z,z
14,7,stop,,,z,250.0,,364.0,Z,z,z
14,7,go,m,M,,,387.0,,,m,m
14,7,go,m,M,,,523.0,,,m,m
14,7,go,m,M,,,387.0,,,m,m
14,7,go,m,M,,,347.0,,,m,m
14,7,stop,,,m,450.0,,403.0,M,m,m
14,7,go,m,M,,,603.0,,,m,m
14,7,go,z,Z,,,418.0,,,z,z
14,7,stop,,,,0.0,,0.0,M,,m
14,7,go,z,Z,,,406.0,,,z,z
14,7,go,z,Z,,,350.0,,,z,z
14,7,stop,,,m,500.0,,406.0,M,m,m
14,7,go,z,Z,,,366.0,,,z,z
14,7,go,z,Z,,,405.0,,,z,z
14,7,go,z,Z,,,412.0,,,z,z
14,7,go,m,M,,,420.0,,,m,m
14,7,go,m,M,,,444.0,,,m,m
14,7,go,z,Z,,,388.0,,,z,z
14,7,go,z,Z,,,380.0,,,z,z
14,7,go,m,M,,,372.0,,,m,m
14,7,go,z,Z,,,331.0,,,z,z
14,7,go,m,M,,,387.0,,,m,m
14,7,go,z,Z,,,395.0,,,z,z
14,7,go,m,M,,,755.0,,,m,m
14,7,go,m,M,,,395.0,,,m,m
14,7,go,m,M,,,339.0,,,m,m
14,7,stop,,,,150.0,,0.0,M,,m
14,7,stop,,,,50.0,,0.0,Z,,z
14,7,go,m,M,,,457.0,,,m,m
14,7,stop,,,,150.0,,0.0,Z,,z
14,7,go,z,Z,,,473.0,,,z,z
14,7,go,z,Z,,,449.0,,,z,z
14,7,go,z,Z,,,328.0,,,z,z
14,7,go,z,Z,,,320.0,,,z,z
14,7,go,m,M,,,408.0,,,m,m
14,7,stop,,,,150.0,,0.0,Z,,z
14,7,stop,,,z,300.0,,344.0,Z,z,z
14,7,go,z,Z,,,559.0,,,z,z
14,7,go,m,M,,,391.0,,,m,m
14,7,go,z,Z,,,415.0,,,z,z
14,7,stop,,,,50.0,,0.0,Z,,z
14,7,go,m,M,,,607.0,,,m,m
14,7,go,m,M,,,391.0,,,m,m
14,7,stop,,,z,100.0,,509.0,Z,z,z
14,7,go,m,M,,,581.0,,,m,m
14,7,go,m,M,,,349.0,,,m,m
14,7,go,m,M,,,357.0,,,m,m
14,7,go,z,Z,,,429.0,,,z,z
14,7,go,z,Z,,,469.0,,,z,z
14,7,go,z,Z,,,412.0,,,z,z
14,7,stop,,,m,450.0,,356.0,Z,m,z
14,7,go,m,M,,,444.0,,,m,m
14,7,go,z,M,,,388.0,,,z,m
14,7,go,z,Z,,,428.0,,,z,z
14,7,go,z,M,,,308.0,,,z,m
14,7,go,m,M,,,459.0,,,m,m
14,7,go,m,M,,,419.0,,,m,m
14,7,go,m,M,,,395.0,,,m,m
14,7,go,m,M,,,338.0,,,m,m
14,7,stop,,,m,150.0,,362.0,M,m,m
14,7,go,z,Z,,,418.0,,,z,z
14,7,go,m,Z,,,377.0,,,m,z
14,7,go,m,M,,,401.0,,,m,m
14,7,go,m,M,,,329.0,,,m,m
14,7,go,z,Z,,,481.0,,,z,z
14,7,go,m,M,,,553.0,,,m,m
14,7,go,m,M,,,544.0,,,m,m
14,7,go,z,Z,,,440.0,,,z,z
14,7,go,z,Z,,,496.0,,,z,z
14,7,go,z,Z,,,328.0,,,z,z
14,7,go,z,Z,,,544.0,,,z,z
14,7,go,z,Z,,,312.0,,,z,z
14,7,go,m,M,,,399.0,,,m,m
14,7,go,z,Z,,,487.0,,,z,z
14,7,go,z,Z,,,446.0,,,z,z
14,7,go,m,M,,,406.0,,,m,m
14,7,go,m,M,,,398.0,,,m,m
14,7,stop,,,m,150.0,,342.0,M,m,m
14,7,go,m,M,,,461.0,,,m,m
14,7,go,z,Z,,,533.0,,,z,z
14,7,go,z,Z,,,461.0,,,z,z
14,7,go,m,M,,,501.0,,,m,m
14,7,go,m,M,,,333.0,,,m,m
14,7,stop,,,z,450.0,,421.0,Z,z,z
14,7,stop,,,m,350.0,,412.0,M,m,m
14,7,go,m,M,,,372.0,,,m,m
14,7,stop,,,,0.0,,0.0,M,,m
14,7,go,m,M,,,392.0,,,m,m
14,7,go,m,M,,,399.0,,,m,m
14,7,go,m,M,,,391.0,,,m,m
14,7,go,m,M,,,351.0,,,m,m
14,7,go,m,M,,,470.0,,,m,m
14,7,go,m,M,,,382.0,,,m,m
14,7,go,z,Z,,,454.0,,,z,z
14,7,go,m,M,,,350.0,,,m,m
14,7,stop,,,m,0.0,,502.0,M,m,m
14,7,go,z,Z,,,418.0,,,z,z
14,7,stop,,,,100.0,,0.0,M,,m
14,7,go,z,Z,,,401.0,,,z,z
14,7,go,m,M,,,393.0,,,m,m
14,7,go,z,Z,,,433.0,,,z,z
14,7,go,m,Z,,,473.0,,,m,z
14,7,go,m,M,,,497.0,,,m,m
14,7,go,m,M,,,393.0,,,m,m
14,7,go,m,M,,,399.0,,,m,m
14,7,go,z,Z,,,455.0,,,z,z
14,7,go,m,Z,,,399.0,,,m,z
14,7,go,z,Z,,,567.0,,,z,z
14,7,stop,,,m,400.0,,415.0,M,m,m
14,7,go,m,M,,,599.0,,,m,m
14,7,stop,,,z,500.0,,558.0,Z,z,z
14,7,go,z,Z,,,326.0,,,z,z
14,7,go,z,Z,,,350.0,,,z,z
14,7,go,z,Z,,,406.0,,,z,z
14,7,go,m,M,,,430.0,,,m,m
14,7,stop,,,,50.0,,0.0,Z,,z
14,7,go,z,Z,,,333.0,,,z,z
14,7,go,z,Z,,,437.0,,,z,z
14,7,go,m,M,,,412.0,,,m,m
14,9,go,z,Z,,,446.0,,,z,z
14,9,stop,,,z,450.0,,310.0,Z,z,z
14,9,go,z,Z,,,302.0,,,z,z
14,9,go,m,M,,,374.0,,,m,m
14,9,go,m,M,,,381.0,,,m,m
14,9,go,z,Z,,,357.0,,,z,z
14,9,stop,,,z,300.0,,285.0,Z,z,z
14,9,go,z,M,,,325.0,,,z,m
14,9,go,m,M,,,397.0,,,m,m
14,9,go,z,Z,,,405.0,,,z,z
14,9,stop,,,m,500.0,,412.0,M,m,m
14,9,stop,,,z,450.0,,388.0,Z,z,z
14,9,go,z,Z,,,380.0,,,z,z
14,9,go,z,Z,,,372.0,,,z,z
14,9,go,m,M,,,380.0,,,m,m
14,9,go,m,M,,,324.0,,,m,m
14,9,stop,,,,50.0,,0.0,M,,m
14,9,go,m,M,,,306.0,,,m,m
14,9,go,z,M,,,378.0,,,z,m
14,9,go,z,Z,,,466.0,,,z,z
14,9,go,z,Z,,,330.0,,,z,z
14,9,go,z,Z,,,482.0,,,z,z
14,9,go,z,M,,,345.0,,,z,m
14,9,go,m,M,,,449.0,,,m,m
