Subject,Block,TrialType,GoTrialResponse,GoTrialCorrectResponse,StopTrialResponse,StopSignalDelay,GoRT,StopFailureRT,StopTrialCorrectResponse,response,CorrectChoiceResponse
1,7,go,m,M,,,419.0,,,m,m
1,7,go,m,M,,,427.0,,,m,m
1,7,stop,,,,50.0,,0.0,Z,,z
1,7,go,m,M,,,427.0,,,m,m
1,7,go,z,Z,,,371.0,,,z,z
1,7,go,m,M,,,490.0,,,m,m
1,7,go,z,Z,,,466.0,,,z,z
1,7,stop,,,,250.0,,0.0,M,,m
1,7,go,z,Z,,,433.0,,,z,z
1,7,go,z,Z,,,377.0,,,z,z
1,7,go,z,Z,,,336.0,,,z,z
1,7,go,z,Z,,,488.0,,,z,z
1,7,go,z,Z,,,448.0,,,z,z
1,7,go,z,Z,,,456.0,,,z,z
1,7,stop,,,,200.0,,0.0,Z,,z
1,7,go,z,Z,,,439.0,,,z,z
1,7,go,z,Z,,,383.0,,,z,z
1,7,go,z,Z,,,375.0,,,z,z
1,7,go,z,Z,,,335.0,,,z,z
1,7,go,z,Z,,,358.0,,,z,z
1,7,go,m,M,,,542.0,,,m,m
1,7,go,z,Z,,,566.0,,,z,z
1,7,go,m,M,,,590.0,,,m,m
1,7,go,m,M,,,630.0,,,m,m
1,7,stop,,,,150.0,,0.0,M,,m
1,7,go,m,M,,,693.0,,,m,m
1,7,stop,,,,250.0,,0.0,Z,,z
1,7,go,m,M,,,533.0,,,m,m
1,7,go,z,Z,,,541.0,,,z,z
1,7,go,m,M,,,452.0,,,m,m
1,7,go,z,Z,,,444.0,,,z,z
1,7,go,m,M,,,420.0,,,m,m
1,7,go,z,Z,,,492.0,,,z,z
1,7,go,m,M,,,531.0,,,m,m
1,7,stop,,,z,400.0,,475.0,Z,z,z
1,7,go,m,M,,,519.0,,,m,m
1,7,go,m,M,,,447.0,,,m,m
1,7,go,z,Z,,,391.0,,,z,z
1,7,go,z,Z,,,511.0,,,z,z
1,7,go,m,M,,,550.0,,,m,m
1,7,go,m,M,,,526.0,,,m,m
1,7,go,m,M,,,342.0,,,m,m
1,7,go,m,M,,,302.0,,,m,m
1,7,go,m,M,,,486.0,,,m,m
1,7,stop,,,,150.0,,0.0,M,,m
1,7,stop,,,,50.0,,0.0,Z,,z
1,7,go,z,Z,,,396.0,,,z,z
1,7,go,m,M,,,564.0,,,m,m
1,7,go,m,M,,,524.0,,,m,m
1,7,go,z,Z,,,483.0,,,z,z
1,7,go,m,M,,,427.0,,,m,m
1,7,go,m,M,,,355.0,,,m,m
1,7,go,z,Z,,,395.0,,,z,z
1,7,stop,,,m,250.0,,402.0,M,m,m
1,7,go,m,M,,,426.0,,,m,m
1,7,go,z,Z,,,626.0,,,z,z
1,7,stop,,,,200.0,,0.0,Z,,z
1,7,go,m,M,,,530.0,,,m,m
1,7,stop,,,,0.0,,0.0,M,,m
1,7,go,m,M,,,517.0,,,m,m
1,7,stop,,,,50.0,,0.0,M,,m
1,7,go,z,Z,,,421.0,,,z,z
1,7,go,m,M,,,669.0,,,m,m
1,7,go,z,Z,,,597.0,,,z,z
1,7,go,m,M,,,348.0,,,m,m
1,7,go,z,Z,,,548.0,,,z,z
1,7,go,m,M,,,396.0,,,m,m
1,7,go,z,Z,,,340.0,,,z,z
1,7,go,z,M,,,380.0,,,z,m
1,7,stop,,,m,400.0,,531.0,M,m,m
1,7,go,z,Z,,,527.0,,,z,z
1,7,go,z,Z,,,391.0,,,z,z
1,7,stop,,,,200.0,,0.0,M,,m
1,7,go,m,M,,,523.0,,,m,m
1,7,go,m,M,,,435.0,,,m,m
1,7,go,z,Z,,,571.0,,,z,z
1,7,stop,,,,100.0,,0.0,Z,,z
1,7,stop,,,z,450.0,,458.0,Z,z,z
1,7,go,m,M,,,418.0,,,m,m
1,7,stop,,,m,100.0,,458.0,M,m,m
1,7,go,m,M,,,465.0,,,m,m
1,7,go,m,M,,,425.0,,,m,m
1,7,go,m,M,,,369.0,,,m,m
1,7,go,m,M,,,360.0,,,m,m
1,7,go,z,Z,,,480.0,,,z,z
1,7,go,m,M,,,439.0,,,m,m
1,7,go,z,Z,,,479.0,,,z,z
1,7,go,z,Z,,,439.0,,,z,z
1,7,stop,,,z,450.0,,415.0,Z,z,z
1,7,stop,,,,200.0,,0.0,Z,,z
1,7,go,z,Z,,,430.0,,,z,z
1,7,go,z,Z,,,342.0,,,z,z
1,7,go,z,Z,,,366.0,,,z,z
1,7,go,z,Z,,,390.0,,,z,z
1,7,go,z,Z,,,381.0,,,z,z
1,7,go,z,Z,,,309.0,,,z,z
1,7,go,m,M,,,509.0,,,m,m
1,7,go,m,M,,,469.0,,,m,m
1,7,go,m,M,,,621.0,,,m,m
1,7,go,m,M,,,452.0,,,m,m
1,7,stop,,,,250.0,,0.0,Z,,z
1,7,go,m,M,,,500.0,,,m,m
1,7,go,z,Z,,,460.0,,,z,z
1,7,go,m,M,,,452.0,,,m,m
1,7,stop,,,,100.0,,0.0,M,,m
1,7,go,m,M,,,643.0,,,m,m
1,7,go,z,Z,,,475.0,,,z,z
1,7,stop,,,z,250.0,,419.0,Z,z,z
1,7,go,z,Z,,,635.0,,,z,z
1,7,go,z,Z,,,434.0,,,z,z
1,7,stop,,,,200.0,,0.0,Z,,z
1,7,go,,M,,,0.0,,,,m
1,7,stop,,,,100.0,,0.0,M,,m
1,7,go,m,M,,,534.0,,,m,m
1,7,go,z,Z,,,542.0,,,z,z
1,7,go,z,Z,,,405.0,,,z,z
1,7,go,m,M,,,477.0,,,m,m
1,7,go,m,M,,,501.0,,,m,m
1,9,go,m,M,,,555.0,,,m,m
1,9,go,m,M,,,610.0,,,m,m
1,9,stop,,,,250.0,,0.0,M,,m
1,9,stop,,,,250.0,,0.0,Z,,z
1,9,go,m,M,,,474.0,,,m,m
1,9,go,m,M,,,353.0,,,m,m
1,9,go,z,Z,,,729.0,,,z,z
1,9,go,z,Z,,,337.0,,,z,z
1,9,go,m,M,,,345.0,,,m,m
1,9,go,m,M,,,433.0,,,m,m
1,9,go,z,Z,,,472.0,,,z,z
1,9,go,m,M,,,480.0,,,m,m
1,9,stop,,,,400.0,,0.0,Z,,z
1,9,stop,,,,350.0,,0.0,Z,,z
1,9,go,m,M,,,540.0,,,m,m
1,9,go,z,Z,,,484.0,,,z,z
1,9,stop,,,,250.0,,0.0,Z,,z
1,9,stop,,,m,450.0,,451.0,M,m,m
1,9,go,z,Z,,,507.0,,,z,z
1,9,stop,,,m,500.0,,467.0,M,m,m
1,9,go,m,M,,,539.0,,,m,m
1,9,stop,,,,0.0,,0.0,M,,m
1,9,go,m,M,,,430.0,,,m,m
1,9,go,z,Z,,,806.0,,,z,z
1,9,stop,,,,0.0,,0.0,Z,,z
1,9,stop,,,m,400.0,,506.0,M,m,m
1,9,go,z,Z,,,630.0,,,z,z
1,9,go,z,Z,,,430.0,,,z,z
1,9,stop,,,,100.0,,0.0,Z,,z
1,9,stop,,,m,350.0,,445.0,M,m,m
1,9,stop,,,,150.0,,0.0,Z,,z
1,9,stop,,,z,450.0,,508.0,Z,z,z
1,9,go,m,M,,,532.0,,,m,m
1,9,stop,,,,0.0,,0.0,M,,m
1,9,stop,,,z,350.0,,423.0,Z,z,z
1,9,stop,,,,200.0,,0.0,M,,m
1,9,go,m,M,,,683.0,,,m,m
1,9,go,z,Z,,,467.0,,,z,z
1,9,stop,,,z,500.0,,507.0,Z,z,z
1,9,stop,,,,0.0,,0.0,Z,,z
1,9,stop,,,z,450.0,,527.0,Z,z,z
1,9,go,z,Z,,,630.0,,,z,z
1,9,go,z,Z,,,414.0,,,z,z
1,9,go,z,Z,,,358.0,,,z,z
1,9,go,m,M,,,494.0,,,m,m
1,9,go,z,Z,,,454.0,,,z,z
1,9,go,m,M,,,429.0,,,m,m
1,9,go,m,Z,,,325.0,,,m,z
1,9,stop,,,,400.0,,0.0,Z,,z
1,9,go,z,Z,,,617.0,,,z,z
1,9,go,z,Z,,,369.0,,,z,z
1,9,stop,,,m,400.0,,521.0,M,m,m
1,9,go,m,M,,,672.0,,,m,m
1,9,go,z,Z,,,440.0,,,z,z
1,9,go,m,M,,,544.0,,,m,m
1,9,go,z,Z,,,488.0,,,z,z
1,9,go,m,M,,,512.0,,,m,m
1,9,go,m,M,,,615.0,,,m,m
1,9,go,z,Z,,,591.0,,,z,z
1,9,go,m,M,,,487.0,,,m,m
1,9,stop,,,z,350.0,,431.0,Z,z,z
1,9,go,z,Z,,,534.0,,,z,z
1,9,stop,,,z,500.0,,446.0,Z,z,z
1,9,go,z,Z,,,454.0,,,z,z
1,9,go,m,M,,,478.0,,,m,m
1,9,go,m,M,,,422.0,,,m,m
1,9,go,z,Z,,,477.0,,,z,z
1,9,go,m,M,,,468.0,,,m,m
1,9,stop,,,,350.0,,0.0,M,,m
1,9,go,z,Z,,,420.0,,,z,z
1,9,go,m,M,,,428.0,,,m,m
1,9,go,z,Z,,,371.0,,,z,z
1,9,go,m,M,,,443.0,,,m,m
1,9,stop,,,z,450.0,,435.0,Z,z,z
1,9,stop,,,,250.0,,0.0,M,,m
1,9,go,m,M,,,499.0,,,m,m
1,9,stop,,,,350.0,,0.0,Z,,z
1,9,go,m,M,,,482.0,,,m,m
1,9,stop,,,,0.0,,0.0,Z,,z
1,9,go,z,Z,,,518.0,,,z,z
1,9,go,m,M,,,462.0,,,m,m
1,9,stop,,,,50.0,,0.0,Z,,z
1,9,go,m,M,,,397.0,,,m,m
1,9,go,z,Z,,,453.0,,,z,z
1,9,go,z,Z,,,349.0,,,z,z
1,9,go,m,M,,,421.0,,,m,m
1,9,go,z,Z,,,424.0,,,z,z
1,9,stop,,,,150.0,,0.0,Z,,z
1,9,go,m,M,,,536.0,,,m,m
1,9,go,z,Z,,,432.0,,,z,z
1,9,go,z,Z,,,471.0,,,z,z
1,9,stop,,,,200.0,,0.0,M,,m
1,9,go,z,Z,,,659.0,,,z,z
1,9,go,m,M,,,586.0,,,m,m
1,9,go,z,Z,,,498.0,,,z,z
1,9,stop,,,,350.0,,0.0,M,,m
1,9,go,m,M,,,546.0,,,m,m
1,9,go,z,Z,,,458.0,,,z,z
1,9,go,m,M,,,497.0,,,m,m
1,9,go,z,Z,,,457.0,,,z,z
1,9,go,m,M,,,513.0,,,m,m
1,9,go,z,Z,,,649.0,,,z,z
1,9,go,z,Z,,,481.0,,,z,z
1,9,go,z,Z,,,360.0,,,z,z
1,9,stop,,,z,450.0,,415.0,Z,z,z
1,9,go,z,Z,,,359.0,,,z,z
1,9,go,m,M,,,415.0,,,m,m
1,9,stop,,,,50.0,,0.0,M,,m
1,9,go,z,Z,,,398.0,,,z,z
1,9,go,z,Z,,,342.0,,,z,z
1,9,go,m,M,,,542.0,,,m,m
1,9,go,z,Z,,,342.0,,,z,z
1,9,go,z,Z,,,445.0,,,z,z
1,9,go,m,M,,,437.0,,,m,m
1,9,go,m,M,,,461.0,,,m,m
1,9,go,m,M,,,341.0,,,m,m
1,9,stop,,,,150.0,,0.0,M,,m
1,9,go,m,M,,,484.0,,,m,m
1,9,stop,,,,50.0,,0.0,Z,,z
1,9,go,m,M,,,500.0,,,m,m
1,9,stop,,,m,400.0,,492.0,M,m,m
1,9,go,m,M,,,404.0,,,m,m
1,9,go,m,M,,,379.0,,,m,m
1,9,go,m,M,,,515.0,,,m,m
1,9,go,z,Z,,,619.0,,,z,z
1,9,stop,,,,150.0,,0.0,Z,,z
1,9,go,m,M,,,506.0,,,m,m
1,9,go,m,M,,,370.0,,,m,m
1,9,go,z,Z,,,378.0,,,z,z
1,9,go,m,M,,,370.0,,,m,m
1,9,go,m,Z,,,442.0,,,m,z
1,9,go,z,Z,,,497.0,,,z,z
1,9,stop,,,,250.0,,0.0,M,,m
1,9,go,z,Z,,,321.0,,,z,z
1,9,go,m,M,,,473.0,,,m,m
1,9,go,m,M,,,481.0,,,m,m
1,9,go,z,Z,,,376.0,,,z,z
1,9,go,z,Z,,,384.0,,,z,z
1,9,go,z,Z,,,408.0,,,z,z
1,9,go,m,M,,,528.0,,,m,m
1,9,go,m,M,,,552.0,,,m,m
1,9,go,z,Z,,,399.0,,,z,z
1,9,go,z,Z,,,519.0,,,z,z
1,9,go,m,M,,,494.0,,,m,m
1,9,go,m,M,,,438.0,,,m,m
1,9,go,z,Z,,,429.0,,,z,z
1,9,go,m,M,,,501.0,,,m,m
1,9,go,m,M,,,493.0,,,m,m
1,9,go,m,M,,,405.0,,,m,m
1,9,go,z,Z,,,349.0,,,z,z
1,9,go,m,M,,,516.0,,,m,m
1,9,go,z,Z,,,396.0,,,z,z
1,9,go,z,Z,,,356.0,,,z,z
1,9,stop,,,,50.0,,0.0,M,,m
1,9,go,z,Z,,,340.0,,,z,z
1,9,stop,,,z,400.0,,363.0,Z,z,z
1,9,stop,,,z,250.0,,407.0,Z,z,z
1,9,go,z,Z,,,479.0,,,z,z
1,9,go,z,Z,,,487.0,,,z,z
1,9,go,m,M,,,495.0,,,m,m
1,9,go,m,M,,,471.0,,,m,m
1,9,go,m,M,,,398.0,,,m,m
1,9,stop,,,,500.0,,0.0,Z,,z
1,9,go,m,M,,,606.0,,,m,m
1,9,go,z,Z,,,470.0,,,z,z
1,9,go,m,M,,,477.0,,,m,m
1,9,go,m,M,,,437.0,,,m,m
1,9,go,z,Z,,,557.0,,,z,z
1,9,go,z,Z,,,533.0,,,z,z
1,9,go,z,Z,,,381.0,,,z,z
1,9,go,m,M,,,484.0,,,m,m
1,9,go,m,M,,,364.0,,,m,m
1,9,go,m,M,,,372.0,,,m,m
1,9,go,m,M,,,412.0,,,m,m
1,9,go,m,M,,,436.0,,,m,m
1,9,stop,,,,100.0,,0.0,M,,m
1,9,stop,,,,50.0,,0.0,M,,m
1,9,go,m,M,,,539.0,,,m,m
1,9,go,m,M,,,467.0,,,m,m
1,9,go,z,Z,,,458.0,,,z,z
1,9,go,m,M,,,417.0,,,m,m
1,9,go,m,M,,,361.0,,,m,m
1,9,go,m,M,,,417.0,,,m,m
1,9,go,m,M,,,345.0,,,m,m
1,9,go,z,Z,,,448.0,,,z,z
1,9,stop,,,,0.0,,0.0,Z,,z
1,9,stop,,,,50.0,,0.0,M,,m
1,9,stop,,,z,300.0,,380.0,Z,z,z
1,9,go,z,Z,,,628.0,,,z,z
1,9,go,z,Z,,,364.0,,,z,z
1,9,go,z,Z,,,403.0,,,z,z
1,9,go,z,Z,,,603.0,,,z,z
1,9,go,z,Z,,,355.0,,,z,z
1,9,go,z,Z,,,331.0,,,z,z
1,9,go,m,M,,,563.0,,,m,m
1,9,go,m,M,,,458.0,,,m,m
1,9,go,m,M,,,482.0,,,m,m
1,9,stop,,,m,450.0,,394.0,M,m,m
1,9,go,z,Z,,,642.0,,,z,z
1,9,go,m,M,,,650.0,,,m,m
1,9,go,z,Z,,,545.0,,,z,z
1,9,go,m,M,,,537.0,,,m,m
1,9,stop,,,z,350.0,,433.0,Z,z,z
1,9,stop,,,,0.0,,0.0,M,,m
1,9,go,z,Z,,,389.0,,,z,z
1,9,go,z,Z,,,380.0,,,z,z
1,9,go,m,M,,,516.0,,,m,m
1,9,go,z,Z,,,380.0,,,z,z
1,9,go,z,Z,,,452.0,,,z,z
1,9,go,m,M,,,460.0,,,m,m
1,9,go,z,Z,,,435.0,,,z,z
1,9,go,m,M,,,427.0,,,m,m
1,9,stop,,,,100.0,,0.0,M,,m
1,9,stop,,,,0.0,,0.0,M,,m
1,9,go,z,Z,,,343.0,,,z,z
1,9,go,z,Z,,,303.0,,,z,z
1,9,go,z,Z,,,326.0,,,z,z
1,9,go,z,Z,,,461.0,,,z,z
1,9,go,m,M,,,613.0,,,m,m
1,9,go,z,Z,,,429.0,,,z,z
1,9,go,z,Z,,,341.0,,,z,z
1,9,go,z,Z,,,380.0,,,z,z
1,9,go,z,Z,,,356.0,,,z,z
1,9,stop,,,,100.0,,0.0,M,,m
1,9,go,m,M,,,532.0,,,m,m
1,9,stop,,,,0.0,,0.0,Z,,z
1,9,go,z,Z,,,471.0,,,z,z
1,9,go,z,Z,,,495.0,,,z,z
1,9,go,z,Z,,,327.0,,,z,z
1,9,go,z,Z,,,399.0,,,z,z
1,9,go,z,Z,,,375.0,,,z,z
1,9,stop,,,m,300.0,,478.0,M,m,m
1,9,stop,,,m,350.0,,438.0,M,m,m
1,9,go,m,M,,,382.0,,,m,m
1,9,go,z,Z,,,454.0,,,z,z
1,9,go,m,M,,,446.0,,,m,m
1,9,go,z,Z,,,533.0,,,z,z
1,9,go,z,Z,,,429.0,,,z,z
1,9,stop,,,,0.0,,0.0,M,,m
1,9,stop,,,,450.0,,0.0,Z,,z
1,11,go,m,M,,,557.0,,,m,m
1,11,go,z,Z,,,453.0,,,z,z
1,11,go,m,M,,,557.0,,,m,m
1,11,go,m,M,,,549.0,,,m,m
1,11,go,z,Z,,,395.0,,,z,z
1,11,go,m,M,,,771.0,,,m,m
1,11,stop,,,,150.0,,0.0,M,,m
1,11,go,z,Z,,,435.0,,,z,z
1,11,stop,,,z,450.0,,315.0,Z,z,z
1,11,go,z,Z,,,306.0,,,z,z
1,11,stop,,,,50.0,,0.0,Z,,z
1,11,go,z,Z,,,530.0,,,z,z
1,11,stop,,,,0.0,,0.0,M,,m
1,11,go,z,Z,,,470.0,,,z,z
1,11,go,m,Z,,,381.0,,,m,z
1,11,stop,,,,250.0,,0.0,Z,,z
1,11,stop,,,,200.0,,0.0,M,,m
1,11,stop,,,,300.0,,0.0,M,,m
1,11,go,m,M,,,1569.0,,,m,m
1,11,go,z,Z,,,393.0,,,z,z
1,11,stop,,,z,0.0,,368.0,Z,z,z
1,11,stop,,,m,350.0,,460.0,M,m,m
1,11,go,m,M,,,612.0,,,m,m
1,11,go,z,Z,,,476.0,,,z,z
1,11,stop,,,z,250.0,,372.0,Z,z,z
1,11,stop,,,,100.0,,0.0,M,,m
1,11,go,m,M,,,435.0,,,m,m
1,11,go,m,M,,,379.0,,,m,m
1,11,stop,,,m,400.0,,467.0,M,m,m
1,11,go,z,Z,,,575.0,,,z,z
1,11,go,z,Z,,,343.0,,,z,z
1,11,go,z,Z,,,351.0,,,z,z
1,11,go,z,Z,,,486.0,,,z,z
1,11,go,m,M,,,590.0,,,m,m
1,11,go,z,Z,,,518.0,,,z,z
1,11,stop,,,z,400.0,,414.0,Z,z,z
1,11,stop,,,,200.0,,0.0,M,,m
1,11,stop,,,,300.0,,0.0,M,,m
1,11,go,m,M,,,357.0,,,m,m
1,11,go,z,Z,,,397.0,,,z,z
1,11,go,m,M,,,421.0,,,m,m
1,11,stop,,,m,300.0,,380.0,M,m,m
1,11,go,m,M,,,467.0,,,m,m
1,11,go,m,M,,,363.0,,,m,m
1,11,stop,,,z,500.0,,419.0,Z,z,z
1,11,go,m,M,,,507.0,,,m,m
1,11,go,z,Z,,,594.0,,,z,z
1,11,stop,,,,200.0,,0.0,M,,m
1,11,stop,,,,100.0,,0.0,M,,m
1,11,go,z,Z,,,446.0,,,z,z
1,11,go,m,M,,,550.0,,,m,m
1,11,go,z,Z,,,414.0,,,z,z
1,11,go,z,Z,,,341.0,,,z,z
1,11,go,m,M,,,397.0,,,m,m
1,11,go,m,M,,,549.0,,,m,m
1,11,go,m,M,,,413.0,,,m,m
1,11,go,z,Z,,,517.0,,,z,z
1,11,go,m,M,,,412.0,,,m,m
1,11,stop,,,m,500.0,,516.0,M,m,m
1,11,go,m,M,,,572.0,,,m,m
1,11,stop,,,z,450.0,,436.0,Z,z,z
1,11,go,m,M,,,523.0,,,m,m
1,11,stop,,,z,250.0,,403.0,Z,z,z
1,11,go,z,Z,,,523.0,,,z,z
1,11,go,m,M,,,547.0,,,m,m
1,11,go,m,M,,,443.0,,,m,m
1,11,stop,,,,100.0,,0.0,M,,m
1,11,go,z,Z,,,506.0,,,z,z
1,11,go,m,M,,,514.0,,,m,m
1,11,go,z,Z,,,410.0,,,z,z
1,11,stop,,,z,300.0,,274.0,Z,z,z
1,11,go,m,M,,,505.0,,,m,m
1,11,stop,,,z,200.0,,385.0,Z,z,z
1,11,go,m,M,,,493.0,,,m,m
1,11,go,z,Z,,,469.0,,,z,z
1,11,go,z,Z,,,477.0,,,z,z
1,11,stop,,,,50.0,,0.0,Z,,z
1,11,stop,,,z,300.0,,380.0,Z,z,z
1,11,stop,,,,100.0,,0.0,M,,m
1,11,stop,,,,200.0,,0.0,M,,m
1,11,go,z,Z,,,627.0,,,z,z
1,11,stop,,,,150.0,,0.0,Z,,z
1,11,go,z,Z,,,370.0,,,z,z
1,11,stop,,,m,350.0,,474.0,M,m,m
1,11,go,z,Z,,,754.0,,,z,z
1,11,go,m,M,,,554.0,,,m,m
1,11,stop,,,,0.0,,0.0,M,,m
1,11,stop,,,,0.0,,0.0,Z,,z
1,11,go,z,Z,,,441.0,,,z,z
1,11,stop,,,,150.0,,0.0,M,,m
1,11,go,m,M,,,681.0,,,m,m
1,11,go,z,Z,,,657.0,,,z,z
1,11,go,m,M,,,505.0,,,m,m
1,11,go,z,Z,,,432.0,,,z,z
1,11,go,m,M,,,568.0,,,m,m
1,11,go,m,M,,,480.0,,,m,m
1,11,go,z,Z,,,472.0,,,z,z
1,11,go,m,M,,,432.0,,,m,m
1,11,go,m,M,,,455.0,,,m,m
1,11,go,m,M,,,383.0,,,m,m
1,11,go,m,M,,,423.0,,,m,m
1,11,stop,,,,300.0,,0.0,M,,m
1,11,go,m,M,,,678.0,,,m,m
1,11,go,z,Z,,,510.0,,,z,z
1,11,stop,,,,250.0,,0.0,Z,,z
1,11,go,z,Z,,,478.0,,,z,z
1,11,go,z,Z,,,406.0,,,z,z
1,11,go,m,M,,,397.0,,,m,m
1,11,go,m,M,,,485.0,,,m,m
1,11,go,m,M,,,381.0,,,m,m
1,11,go,z,Z,,,453.0,,,z,z
1,11,go,z,Z,,,397.0,,,z,z
1,11,go,m,M,,,532.0,,,m,m
1,11,go,m,M,,,380.0,,,m,m
1,11,go,m,M,,,516.0,,,m,m
1,11,stop,,,m,450.0,,412.0,M,m,m
1,11,stop,,,m,500.0,,467.0,M,m,m
1,11,go,z,Z,,,634.0,,,z,z
1,11,go,m,M,,,498.0,,,m,m
1,11,stop,,,,50.0,,0.0,Z,,z
1,11,go,z,Z,,,402.0,,,z,z
1,11,go,m,M,,,489.0,,,m,m
1,11,stop,,,m,500.0,,449.0,M,m,m
1,11,go,m,M,,,425.0,,,m,m
1,11,go,z,Z,,,497.0,,,z,z
1,11,go,m,M,,,489.0,,,m,m
1,11,go,z,Z,,,496.0,,,z,z
1,11,go,z,Z,,,600.0,,,z,z
1,11,go,m,M,,,624.0,,,m,m
1,11,stop,,,m,400.0,,376.0,M,m,m
1,11,go,m,M,,,528.0,,,m,m
1,11,stop,,,,300.0,,0.0,M,,m
1,11,go,m,M,,,415.0,,,m,m
1,11,go,m,M,,,375.0,,,m,m
1,11,go,z,Z,,,527.0,,,z,z
1,11,stop,,,,150.0,,0.0,Z,,z
1,11,go,z,Z,,,366.0,,,z,z
1,11,go,z,Z,,,358.0,,,z,z
1,11,go,m,M,,,654.0,,,m,m
1,11,go,m,M,,,326.0,,,m,m
1,11,go,m,M,,,397.0,,,m,m
1,11,go,m,M,,,417.0,,,m,m
1,11,go,z,Z,,,425.0,,,z,z
1,11,go,m,M,,,417.0,,,m,m
1,11,go,z,M,,,344.0,,,z,m
1,11,go,z,Z,,,320.0,,,z,z
1,11,stop,,,,300.0,,0.0,Z,,z
1,11,go,m,M,,,576.0,,,m,m
1,11,go,m,M,,,472.0,,,m,m
1,11,go,z,Z,,,511.0,,,z,z
1,11,go,z,Z,,,359.0,,,z,z
1,11,go,m,M,,,479.0,,,m,m
1,11,go,z,Z,,,423.0,,,z,z
1,11,go,z,Z,,,366.0,,,z,z
1,11,stop,,,,150.0,,0.0,Z,,z
1,11,go,z,Z,,,381.0,,,z,z
1,11,go,m,M,,,597.0,,,m,m
1,11,go,z,Z,,,541.0,,,z,z
1,11,go,z,Z,,,324.0,,,z,z
1,11,go,m,M,,,460.0,,,m,m
1,11,stop,,,m,400.0,,420.0,M,m,m
1,11,go,z,Z,,,560.0,,,z,z
1,11,stop,,,,0.0,,0.0,Z,,z
1,11,go,z,Z,,,516.0,,,z,z
1,11,go,m,M,,,494.0,,,m,m
1,11,go,m,M,,,435.0,,,m,m
1,11,go,m,M,,,475.0,,,m,m
1,11,go,z,Z,,,467.0,,,z,z
1,11,go,m,M,,,379.0,,,m,m
1,11,go,z,Z,,,371.0,,,z,z
1,11,go,m,M,,,618.0,,,m,m
1,11,go,z,Z,,,466.0,,,z,z
1,11,go,m,M,,,442.0,,,m,m
1,11,go,z,Z,,,578.0,,,z,z
1,11,go,z,Z,,,362.0,,,z,z
1,11,go,z,Z,,,369.0,,,z,z
1,11,go,z,Z,,,361.0,,,z,z
1,11,go,z,Z,,,321.0,,,z,z
1,11,go,z,M,,,265.0,,,z,m
1,11,go,z,Z,,,464.0,,,z,z
1,11,go,z,Z,,,392.0,,,z,z
1,11,stop,,,m,450.0,,352.0,M,m,m
1,11,go,m,M,,,488.0,,,m,m
1,11,stop,,,,150.0,,0.0,Z,,z
1,11,go,z,Z,,,343.0,,,z,z
1,11,go,m,M,,,463.0,,,m,m
1,11,stop,,,,0.0,,0.0,M,,m
1,11,go,m,M,,,499.0,,,m,m
1,11,go,m,M,,,315.0,,,m,m
1,11,go,m,M,,,307.0,,,m,m
1,11,go,z,Z,,,618.0,,,z,z
1,11,stop,,,m,500.0,,562.0,M,m,m
1,11,go,m,M,,,394.0,,,m,m
1,11,stop,,,,100.0,,0.0,M,,m
1,11,go,m,M,,,360.0,,,m,m
1,11,go,z,Z,,,400.0,,,z,z
1,11,go,m,M,,,552.0,,,m,m
1,11,go,z,Z,,,448.0,,,z,z
1,11,go,m,M,,,456.0,,,m,m
1,11,stop,,,z,450.0,,351.0,Z,z,z
1,11,go,m,M,,,487.0,,,m,m
1,11,go,z,Z,,,399.0,,,z,z
1,11,go,m,M,,,439.0,,,m,m
1,11,stop,,,z,250.0,,351.0,Z,z,z
1,11,go,m,M,,,470.0,,,m,m
1,11,go,z,Z,,,462.0,,,z,z
1,11,stop,,,m,350.0,,502.0,M,m,m
1,11,go,z,Z,,,574.0,,,z,z
1,11,go,z,Z,,,486.0,,,z,z
1,11,go,z,Z,,,493.0,,,z,z
1,11,go,m,M,,,645.0,,,m,m
1,11,go,m,M,,,399.0,,,m,m
1,11,go,m,M,,,501.0,,,m,m
1,11,go,z,Z,,,540.0,,,z,z
1,11,go,z,Z,,,340.0,,,z,z
1,11,go,m,M,,,556.0,,,m,m
1,11,stop,,,m,350.0,,388.0,M,m,m
1,11,go,m,M,,,620.0,,,m,m
1,11,go,z,Z,,,659.0,,,z,z
1,11,go,z,Z,,,363.0,,,z,z
1,11,go,z,Z,,,579.0,,,z,z
1,11,go,z,Z,,,427.0,,,z,z
1,11,go,z,Z,,,435.0,,,z,z
1,11,go,m,M,,,746.0,,,m,m
1,11,go,m,M,,,482.0,,,m,m
1,11,stop,,,m,450.0,,458.0,M,m,m
1,11,go,m,M,,,706.0,,,m,m
1,11,go,m,M,,,394.0,,,m,m
1,11,go,z,Z,,,417.0,,,z,z
1,11,stop,,,,300.0,,0.0,M,,m
1,11,go,z,Z,,,576.0,,,z,z
1,11,go,m,M,,,536.0,,,m,m
1,11,go,m,M,,,447.0,,,m,m
1,11,stop,,,z,400.0,,487.0,Z,z,z
1,11,go,z,Z,,,627.0,,,z,z
1,11,go,z,Z,,,459.0,,,z,z
1,11,stop,,,,300.0,,0.0,M,,m
1,11,go,z,Z,,,507.0,,,z,z
1,11,go,z,Z,,,418.0,,,z,z
1,11,go,m,M,,,474.0,,,m,m
1,14,go,m,M,,,575.0,,,m,m
1,14,stop,,,,300.0,,0.0,Z,,z
