worker_id,current_block,stop_signal_condition,SS_delay,correct_response,key_press,correct_trial,rt
A2S4YDJ9UGAXFQ,1,stop,250,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,472
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,493
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,551
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,558
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,512
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,476
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,514
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,439
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,456
A2S4YDJ9UGAXFQ,1,stop,300,-1,77,0,428
A2S4YDJ9UGAXFQ,1,go,250,90,90,1,501
A2S4YDJ9UGAXFQ,1,go,250,90,90,1,457
A2S4YDJ9UGAXFQ,1,go,250,77,77,1,401
A2S4YDJ9UGAXFQ,1,go,250,77,77,1,459
A2S4YDJ9UGAXFQ,1,go,250,90,90,1,457
A2S4YDJ9UGAXFQ,1,stop,250,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,458
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,315
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,457
A2S4YDJ9UGAXFQ,1,stop,300,-1,90,0,456
A2S4YDJ9UGAXFQ,1,go,250,77,77,1,391
A2S4YDJ9UGAXFQ,1,go,250,90,90,1,492
A2S4YDJ9UGAXFQ,1,stop,250,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,473
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,545
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,472
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,471
A2S4YDJ9UGAXFQ,1,go,300,90,90,1,532
A2S4YDJ9UGAXFQ,1,go,300,77,77,1,469
A2S4YDJ9UGAXFQ,1,stop,300,-1,-1,1,-1
A2S4YDJ9UGAXFQ,1,stop,350,-1,90,0,382
A2S4YDJ9UGAXFQ,2,go,300,77,77,1,832
